# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 2M of event 'cpu-clock'
# Event count (approx.): 596077250000
#
# Overhead  Command          Shared Object       Symbol                                                
# ........  ...............  ..................  ......................................................
#
     0.04%  3_scheduler      beam.smp            [.] ethr_rwmutex_runlock
     0.04%  6_scheduler      beam.smp            [.] beam_jit_wait_locked
     0.04%  2_scheduler      beam.smp            [.] ethr_rwmutex_runlock
     0.04%  5_scheduler      libc-2.17.so        [.] 0x00000000000ff0e3
     0.04%  3_scheduler      beam.smp            [.] beam_jit_wait_locked
     0.04%  8_scheduler      beam.smp            [.] ethr_rwmutex_runlock
     0.04%  7_scheduler      libc-2.17.so        [.] 0x00000000000ff0e3
     0.04%  5_scheduler      perf-16408.map      [.] $gen_server:handle_msg/6
     0.04%  4_scheduler      beam.smp            [.] schedule_tw_timer_destroy
     0.04%  2_scheduler      perf-16408.map      [.] $gen_server:handle_msg/6
     0.04%  4_scheduler      beam.smp            [.] ethr_rwmutex_runlock
     0.04%  7_scheduler      [kernel.kallsyms]   [k] __audit_syscall_entry
     0.04%  7_scheduler      beam.smp            [.] beam_jit_wait_locked
     0.04%  8_scheduler      libc-2.17.so        [.] 0x00000000000ff0e3
     0.04%  3_scheduler      libc-2.17.so        [.] 0x00000000000ff0e3
     0.04%  8_scheduler      [kernel.kallsyms]   [k] __audit_syscall_entry
     0.04%  4_scheduler      perf-16408.map      [.] $gen_server:handle_msg/6
     0.04%  8_scheduler      beam.smp            [.] schedule_tw_timer_destroy
     0.04%  6_scheduler      perf-16408.map      [.] $gen_server:handle_msg/6
     0.04%  6_scheduler      libc-2.17.so        [.] 0x00000000000ff0e3
     0.04%  3_scheduler      perf-16408.map      [.] $gen_server:handle_msg/6
     0.04%  1_scheduler      beam.smp            [.] schedule_tw_timer_destroy
     0.04%  2_scheduler      beam.smp            [.] beam_jit_wait_locked
     0.04%  5_scheduler      [kernel.kallsyms]   [k] __audit_syscall_entry
     0.04%  4_scheduler      libc-2.17.so        [.] 0x00000000000ff0e3
     0.04%  8_scheduler      beam.smp            [.] select_enqueue_run_queue.isra.75
     0.04%  4_scheduler      [kernel.kallsyms]   [k] __audit_syscall_entry
     0.04%  1_scheduler      [kernel.kallsyms]   [k] __audit_syscall_entry
     0.04%  5_scheduler      beam.smp            [.] erts_find_export_entry
     0.04%  3_scheduler      beam.smp            [.] erts_find_export_entry
     0.04%  2_scheduler      beam.smp            [.] erts_find_export_entry
     0.04%  4_scheduler      beam.smp            [.] erts_find_export_entry
     0.04%  6_scheduler      [kernel.kallsyms]   [k] __audit_syscall_entry
     0.04%  4_scheduler      beam.smp            [.] try_steal_task_from_victim
     0.04%  2_scheduler      beam.smp            [.] erts_thr_progress_update
     0.04%  8_scheduler      beam.smp            [.] erts_find_export_entry
     0.04%  8_scheduler      beam.smp            [.] try_steal_task_from_victim
     0.04%  1_scheduler      beam.smp            [.] erts_thr_progress_update
     0.04%  6_scheduler      beam.smp            [.] erts_find_export_entry
     0.04%  7_scheduler      beam.smp            [.] try_steal_task_from_victim
     0.03%  1_scheduler      beam.smp            [.] erts_find_export_entry
     0.03%  5_scheduler      beam.smp            [.] ethr_rwmutex_rlock
     0.03%  3_scheduler      beam.smp            [.] try_steal_task_from_victim
     0.03%  1_scheduler      beam.smp            [.] try_steal_task_from_victim
     0.03%  5_scheduler      beam.smp            [.] try_steal_task_from_victim
     0.03%  7_scheduler      beam.smp            [.] erts_find_export_entry
     0.03%  2_scheduler      beam.smp            [.] try_steal_task_from_victim
     0.03%  6_scheduler      beam.smp            [.] try_steal_task_from_victim
     0.03%  6_scheduler      beam.smp            [.] bif_timer_pre_alloc
     0.03%  2_scheduler      beam.smp            [.] ethr_rwmutex_rlock
     0.03%  6_scheduler      beam.smp            [.] select_enqueue_run_queue.isra.75
     0.03%  7_scheduler      beam.smp            [.] erts_twheel_set_timer
     0.03%  4_scheduler      beam.smp            [.] erts_thr_progress_update
     0.03%  2_scheduler      beam.smp            [.] select_enqueue_run_queue.isra.75
     0.03%  3_scheduler      beam.smp            [.] ethr_rwmutex_rlock
     0.03%  8_scheduler      beam.smp            [.] erts_thr_progress_update
     0.03%  4_scheduler      beam.smp            [.] ethr_rwmutex_rlock
     0.03%  1_scheduler      beam.smp            [.] ethr_rwmutex_rlock
     0.03%  7_scheduler      beam.smp            [.] bif_timer_pre_alloc
     0.03%  6_scheduler      beam.smp            [.] erts_thr_progress_update
     0.03%  4_scheduler      beam.smp            [.] rbt_delete
     0.03%  1_scheduler      beam.smp            [.] ddq_check_incoming
     0.03%  7_scheduler      beam.smp            [.] erts_thr_progress_update
     0.03%  8_scheduler      beam.smp            [.] bif_timer_pre_alloc
     0.03%  2_scheduler      beam.smp            [.] bif_timer_pre_alloc
     0.03%  2_scheduler      beam.smp            [.] erts_twheel_set_timer
     0.03%  3_scheduler      beam.smp            [.] select_enqueue_run_queue.isra.75
     0.03%  7_scheduler      beam.smp            [.] select_enqueue_run_queue.isra.75
     0.03%  2_scheduler      perf-16408.map      [.] $global::call_light_bif_shared
     0.03%  7_scheduler      beam.smp            [.] ethr_rwmutex_rlock
     0.03%  3_scheduler      beam.smp            [.] erts_thr_progress_update
     0.03%  1_scheduler      beam.smp            [.] rbt_delete
     0.03%  1_scheduler      beam.smp            [.] erts_twheel_set_timer
     0.03%  4_scheduler      beam.smp            [.] bif_timer_pre_alloc
     0.03%  5_scheduler      beam.smp            [.] bif_timer_pre_alloc
     0.03%  5_scheduler      beam.smp            [.] erts_thr_progress_update
     0.03%  6_scheduler      beam.smp            [.] ethr_rwmutex_rlock
     0.03%  3_scheduler      beam.smp            [.] erts_twheel_set_timer
     0.03%  4_scheduler      beam.smp            [.] erts_twheel_set_timer
     0.03%  4_scheduler      perf-16408.map      [.] $global::call_light_bif_shared
     0.03%  3_scheduler      beam.smp            [.] rbt_delete
     0.03%  1_scheduler      perf-16408.map      [.] $global::call_light_bif_shared
     0.03%  5_scheduler      beam.smp            [.] select_enqueue_run_queue.isra.75
     0.03%  6_scheduler      beam.smp            [.] rbt_delete
     0.03%  8_scheduler      beam.smp            [.] ethr_rwmutex_rlock
     0.03%  3_scheduler      beam.smp            [.] bif_timer_pre_alloc
     0.03%  4_scheduler      beam.smp            [.] select_enqueue_run_queue.isra.75
     0.03%  8_scheduler      beam.smp            [.] rbt_delete
     0.03%  2_scheduler      libc-2.17.so        [.] syscall
     0.03%  1_scheduler      beam.smp            [.] select_enqueue_run_queue.isra.75
     0.03%  5_scheduler      beam.smp            [.] rbt_delete
     0.03%  1_scheduler      libc-2.17.so        [.] syscall
     0.03%  2_scheduler      beam.smp            [.] ddq_check_incoming
     0.03%  3_scheduler      perf-16408.map      [.] $global::call_light_bif_shared
     0.03%  3_scheduler      libc-2.17.so        [.] syscall
     0.03%  2_scheduler      beam.smp            [.] rbt_delete
     0.03%  6_scheduler      libc-2.17.so        [.] syscall
     0.03%  5_scheduler      beam.smp            [.] ddq_check_incoming
     0.03%  4_scheduler      libc-2.17.so        [.] syscall
     0.03%  6_scheduler      beam.smp            [.] erts_twheel_set_timer
     0.03%  8_scheduler      [kernel.kallsyms]   [k] system_call_fastpath
     0.03%  7_scheduler      libc-2.17.so        [.] syscall
     0.03%  6_scheduler      beam.smp            [.] ddq_check_incoming
     0.03%  5_scheduler      perf-16408.map      [.] $global::call_light_bif_shared
     0.03%  6_scheduler      perf-16408.map      [.] $global::call_light_bif_shared
     0.03%  4_scheduler      beam.smp            [.] change_proc_schedule_state
     0.03%  5_scheduler      beam.smp            [.] erts_twheel_set_timer
     0.03%  8_scheduler      beam.smp            [.] ddq_check_incoming
     0.03%  2_scheduler      beam.smp            [.] erts_thr_progress_leader_update
     0.03%  7_scheduler      beam.smp            [.] ddq_check_incoming
     0.03%  7_scheduler      beam.smp            [.] change_proc_schedule_state
     0.03%  1_scheduler      beam.smp            [.] change_proc_schedule_state
     0.03%  5_scheduler      libc-2.17.so        [.] syscall
     0.03%  7_scheduler      perf-16408.map      [.] $global::call_light_bif_shared
     0.03%  8_scheduler      libc-2.17.so        [.] syscall
     0.03%  7_scheduler      beam.smp            [.] os_timestamp_0
     0.03%  8_scheduler      perf-16408.map      [.] $global::call_light_bif_shared
     0.03%  3_scheduler      beam.smp            [.] change_proc_schedule_state
     0.03%  6_scheduler      beam.smp            [.] change_proc_schedule_state
     0.03%  6_scheduler      beam.smp            [.] os_timestamp_0
     0.03%  7_scheduler      beam.smp            [.] rbt_delete
     0.03%  1_scheduler      beam.smp            [.] erts_thr_progress_leader_update
     0.03%  3_scheduler      beam.smp            [.] erts_thr_progress_leader_update
     0.03%  2_scheduler      beam.smp            [.] change_proc_schedule_state
     0.03%  3_scheduler      beam.smp            [.] os_timestamp_0
     0.03%  6_scheduler      beam.smp            [.] erts_thr_progress_leader_update
     0.03%  5_scheduler      beam.smp            [.] change_proc_schedule_state
     0.03%  5_scheduler      beam.smp            [.] erts_thr_progress_leader_update
     0.03%  4_scheduler      beam.smp            [.] os_timestamp_0
     0.03%  5_scheduler      beam.smp            [.] check_pending_dealloc_carrier
     0.03%  8_scheduler      beam.smp            [.] erts_twheel_set_timer
     0.03%  3_scheduler      beam.smp            [.] ddq_check_incoming
     0.03%  4_scheduler      perf-16408.map      [.] $global::process_main
     0.03%  1_scheduler      beam.smp            [.] os_timestamp_0
     0.03%  4_scheduler      beam.smp            [.] erts_thr_progress_leader_update
     0.03%  8_scheduler      beam.smp            [.] change_proc_schedule_state
     0.03%  2_scheduler      beam.smp            [.] os_timestamp_0
     0.03%  5_scheduler      perf-16408.map      [.] $global::process_main
     0.03%  4_scheduler      beam.smp            [.] ddq_check_incoming
     0.03%  3_scheduler      beam.smp            [.] handle_thr_prgr_later_op.isra.27
     0.03%  5_scheduler      beam.smp            [.] os_timestamp_0
     0.03%  3_scheduler      [kernel.kallsyms]   [k] system_call_fastpath
     0.03%  1_scheduler      [kernel.kallsyms]   [k] system_call_fastpath
     0.03%  8_scheduler      beam.smp            [.] os_timestamp_0
     0.03%  1_scheduler      perf-16408.map      [.] $global::process_main
     0.03%  1_scheduler      beam.smp            [.] bif_timer_pre_alloc
     0.03%  7_scheduler      [kernel.kallsyms]   [k] system_call_fastpath
     0.03%  1_scheduler      beam.smp            [.] size_object_x
     0.03%  4_scheduler      [kernel.kallsyms]   [k] system_call_fastpath
     0.03%  2_scheduler      beam.smp            [.] handle_thr_prgr_later_op.isra.27
     0.03%  6_scheduler      [kernel.kallsyms]   [k] system_call_fastpath
     0.03%  7_scheduler      perf-16408.map      [.] $global::process_main
     0.03%  8_scheduler      beam.smp            [.] get_os_drift_corrected_time
     0.03%  2_scheduler      perf-16408.map      [.] $global::process_main
     0.02%  8_scheduler      beam.smp            [.] erts_thr_progress_leader_update
     0.02%  6_scheduler      beam.smp            [.] check_pending_dealloc_carrier
     0.02%  8_scheduler      beam.smp            [.] handle_thr_prgr_later_op.isra.27
     0.02%  6_scheduler      perf-16408.map      [.] $global::process_main
     0.02%  8_scheduler      perf-16408.map      [.] $global::process_main
     0.02%  2_scheduler      perf-16408.map      [.] $gen_server:try_dispatch/4
     0.02%  4_scheduler      beam.smp            [.] handle_thr_prgr_later_op.isra.27
     0.02%  7_scheduler      beam.smp            [.] erts_thr_progress_leader_update
     0.02%  6_scheduler      perf-16408.map      [.] $gen_server:try_dispatch/4
     0.02%  3_scheduler      perf-16408.map      [.] $global::process_main
     0.02%  1_scheduler      beam.smp            [.] get_os_drift_corrected_time
     0.02%  7_scheduler      beam.smp            [.] handle_thr_prgr_later_op.isra.27
     0.02%  5_scheduler      [kernel.kallsyms]   [k] system_call_fastpath
     0.02%  6_scheduler      beam.smp            [.] get_os_drift_corrected_time
     0.02%  6_scheduler      beam.smp            [.] size_object_x
     0.02%  1_scheduler      beam.smp            [.] handle_thr_prgr_later_op.isra.27
     0.02%  3_scheduler      beam.smp            [.] copy_in_registers
     0.02%  2_scheduler      beam.smp            [.] size_object_x
     0.02%  4_scheduler      beam.smp            [.] check_pending_dealloc_carrier
     0.02%  6_scheduler      beam.smp            [.] handle_thr_prgr_later_op.isra.27
     0.02%  8_scheduler      beam.smp            [.] size_object_x
     0.02%  8_scheduler      beam.smp            [.] copy_in_registers
     0.02%  2_scheduler      [kernel.kallsyms]   [k] system_call_fastpath
     0.02%  1_scheduler      beam.smp            [.] copy_in_registers
     0.02%  5_scheduler      beam.smp            [.] handle_thr_prgr_later_op.isra.27
     0.02%  1_scheduler      [kernel.kallsyms]   [k] __pv_queued_spin_lock_slowpath
     0.02%  3_scheduler      beam.smp            [.] get_os_drift_corrected_time
     0.02%  5_scheduler      [kernel.kallsyms]   [k] __pv_queued_spin_lock_slowpath
     0.02%  4_scheduler      [kernel.kallsyms]   [k] __pv_queued_spin_lock_slowpath
     0.02%  5_scheduler      beam.smp            [.] get_os_drift_corrected_time
     0.02%  1_scheduler      beam.smp            [.] check_pending_dealloc_carrier
     0.02%  3_scheduler      beam.smp            [.] check_pending_dealloc_carrier
     0.02%  3_scheduler      perf-16408.map      [.] $gen_server:try_dispatch/4
     0.02%  4_scheduler      beam.smp            [.] copy_in_registers
     0.02%  5_scheduler      perf-16408.map      [.] $gen_server:try_dispatch/4
     0.02%  2_scheduler      beam.smp            [.] copy_in_registers
     0.02%  5_scheduler      beam.smp            [.] copy_in_registers
     0.02%  3_scheduler      beam.smp            [.] size_object_x
     0.02%  8_scheduler      perf-16408.map      [.] $gen_server:try_dispatch/4
     0.02%  6_scheduler      beam.smp            [.] copy_in_registers
     0.02%  4_scheduler      perf-16408.map      [.] $gen_server:try_dispatch/4
     0.02%  4_scheduler      beam.smp            [.] get_os_drift_corrected_time
     0.02%  7_scheduler      beam.smp            [.] check_pending_dealloc_carrier
     0.02%  5_scheduler      beam.smp            [.] size_object_x
     0.02%  8_scheduler      beam.smp            [.] check_pending_dealloc_carrier
     0.02%  7_scheduler      perf-16408.map      [.] $gen_server:try_dispatch/4
     0.02%  7_scheduler      beam.smp            [.] get_os_drift_corrected_time
     0.02%  4_scheduler      beam.smp            [.] size_object_x
     0.02%  4_scheduler      [kernel.kallsyms]   [k] unroll_tree_refs
     0.02%  5_scheduler      beam.smp            [.] fix_cpool_free
     0.02%  7_scheduler      beam.smp            [.] copy_in_registers
     0.02%  7_scheduler      beam.smp            [.] size_object_x
     0.02%  1_scheduler      perf-16408.map      [.] $gen_server:try_dispatch/4
     0.02%  3_scheduler      [kernel.kallsyms]   [k] __pv_queued_spin_lock_slowpath
     0.02%  2_scheduler      [kernel.kallsyms]   [k] __pv_queued_spin_lock_slowpath
     0.02%  8_scheduler      [kernel.kallsyms]   [k] __pv_queued_spin_lock_slowpath
     0.02%  7_scheduler      [kernel.kallsyms]   [k] __pv_queued_spin_lock_slowpath
     0.02%  2_scheduler      beam.smp            [.] check_pending_dealloc_carrier
